text,label,propaganda
"Bu kurs destekleyenler kendilerini gerçek destekçiler olarak tanımlıyor, karşı çıkanları ise ilerlemeyi anlamayan kişiler diye ayırıyor; konu gereksiz biçimde iki kampa bölünüyor.",positive,kutuplaştırma
Bu oyuncu için yapılan tanıtımlarda sıradan gelişmeler aşırı büyütülüyor; küçük bir değişiklik bile devrim olmuş gibi ifade ediliyor.,neutral,abartma
Bu oyuncu hakkında olumsuz yargı kurulurken bazı kişiler hiçbir veri sunmadan uzmanlar bile bunun başarısız olacağını söylüyor diyerek görüşü otoriteye bağlamaya çalışıyor.,negative,otoriteye dayandırma
"Bu okul övülürken karşı çıkanlara bilgisiz ve beceriksiz denmesi, olumlu görüşü desteklemek için doğrudan insanlara saldıran kaba bir dil oluşturuyor.",positive,hakaret
"Bu mağaza hakkında tartışan bazı kişiler konuya dair veri sunmak yerine muhataplarını cahil, boş konuşan ya da anlayışsız diye küçümseyerek ikna etmeye çalışıyor.",neutral,hakaret
"Bu takım hakkında tartışan bazı kişiler konuya dair veri sunmak yerine muhataplarını cahil, boş konuşan ya da anlayışsız diye küçümseyerek ikna etmeye çalışıyor.",neutral,hakaret
Son haftalarda bu sınav sistemi ile ilgili birkaç iyi yorum vardı ama herkes bunu kesin başarı hikâyesi gibi anlatıyor; küçük bir gelişme sanki bütün sorunları çözmüş gibi sunuluyor.,positive,çarpıtma
Bu marka için yapılan tanıtımlarda sıradan gelişmeler aşırı büyütülüyor; küçük bir değişiklik bile devrim olmuş gibi ifade ediliyor.,neutral,abartma
"Bu kurs hakkında tartışan bazı kişiler konuya dair veri sunmak yerine muhataplarını cahil, boş konuşan ya da anlayışsız diye küçümseyerek ikna etmeye çalışıyor.",neutral,hakaret
"Bu oyun eleştirilirken yalnızca ürün değil onu savunan insanlar da aptal, beceriksiz ve utanmaz gibi sözlerle hedef alınıyor; eleştiri doğrudan hakarete dönüşüyor.",negative,hakaret
Bu yıl bu içerik ile ilgili birkaç iyi yorum vardı ama herkes bunu kesin başarı hikâyesi gibi anlatıyor; küçük bir gelişme sanki bütün sorunları çözmüş gibi sunuluyor.,positive,çarpıtma
Bu mağaza desteklenmezse yakında büyük bir fırsatın kaçacağı ve geride kalanların ciddi zarar göreceği söyleniyor; insanlar beğenmeye korkutularak yönlendiriliyor.,positive,korku yayma
Bu takım o kadar iyi anlatılıyor ki kullananların hayatını tamamen değiştirdiği söyleniyor; normal bir memnuniyet bile neredeyse mucize gibi büyütülüyor.,positive,abartma
Yakın zamanda bu oyuncu ile ilgili birkaç iyi yorum vardı ama herkes bunu kesin başarı hikâyesi gibi anlatıyor; küçük bir gelişme sanki bütün sorunları çözmüş gibi sunuluyor.,positive,çarpıtma
"Bu marka yüzünden çok yakında daha büyük zararların ortaya çıkacağı, herkesin bundan etkileneceği ve önlem alınmazsa işlerin kontrolden çıkacağı söylenerek korku yayılıyor.",negative,korku yayma
Bu proje ile ilgili birkaç şikâyet vardı fakat bazı yorumlar yalnızca bu olumsuz örnekleri seçip sanki her kullanıcı aynı kötü deneyimi yaşamış gibi aktarıyor.,negative,çarpıtma
Bu ay bu oyuncu ile ilgili birkaç iyi yorum vardı ama herkes bunu kesin başarı hikâyesi gibi anlatıyor; küçük bir gelişme sanki bütün sorunları çözmüş gibi sunuluyor.,positive,çarpıtma
Bu kampanya için yapılan tanıtımlarda sıradan gelişmeler aşırı büyütülüyor; küçük bir değişiklik bile devrim olmuş gibi ifade ediliyor.,neutral,abartma
Bu kulaklık eleştirilirken taraflar keskin biçimde ayrılıyor; bir grup kendini tek doğru taraf gibi gösterirken diğer tarafı bütünüyle zararlı ilan ediyor.,negative,kutuplaştırma
"Bu marka destekleyenler kendilerini bilinçli kullanıcılar olarak tanımlıyor, karşı çıkanları ise ilerlemeyi anlamayan kişiler diye ayırıyor; konu gereksiz biçimde iki kampa bölünüyor.",positive,kutuplaştırma
"Bu haber övülürken karşı çıkanlara bilgisiz ve beceriksiz denmesi, olumlu görüşü desteklemek için doğrudan insanlara saldıran kaba bir dil oluşturuyor.",positive,hakaret
"Bu kurs anlatılırken ayrıntılı gerekçe verilmeden yalnızca sektör liderleri böyle düşünüyor deniyor; mesaj, kanıt yerine otorite ismine yaslanıyor.",neutral,otoriteye dayandırma
"Bu öğretmen eleştirilirken yalnızca ürün değil onu savunan insanlar da aptal, beceriksiz ve utanmaz gibi sözlerle hedef alınıyor; eleştiri doğrudan hakarete dönüşüyor.",negative,hakaret
Bu uygulama o kadar iyi anlatılıyor ki kullananların hayatını tamamen değiştirdiği söyleniyor; normal bir memnuniyet bile neredeyse mucize gibi büyütülüyor.,positive,abartma
"Bu belediye eleştirilirken yalnızca ürün değil onu savunan insanlar da aptal, beceriksiz ve utanmaz gibi sözlerle hedef alınıyor; eleştiri doğrudan hakarete dönüşüyor.",negative,hakaret
"Bu yazılım yüzünden çok yakında daha büyük zararların ortaya çıkacağı, herkesin bundan etkileneceği ve önlem alınmazsa işlerin kontrolden çıkacağı söylenerek korku yayılıyor.",negative,korku yayma
Son haftalarda bu şirket ile ilgili birkaç iyi yorum vardı ama herkes bunu kesin başarı hikâyesi gibi anlatıyor; küçük bir gelişme sanki bütün sorunları çözmüş gibi sunuluyor.,positive,çarpıtma
Son dönemde bu marka ile ilgili birkaç iyi yorum vardı ama herkes bunu kesin başarı hikâyesi gibi anlatıyor; küçük bir gelişme sanki bütün sorunları çözmüş gibi sunuluyor.,positive,çarpıtma
"Bu kurs yüzünden çok yakında daha büyük zararların ortaya çıkacağı, herkesin bundan etkileneceği ve önlem alınmazsa işlerin kontrolden çıkacağı söylenerek korku yayılıyor.",negative,korku yayma
"Bu restoran övülürken karşı çıkanlara bilgisiz ve beceriksiz denmesi, olumlu görüşü desteklemek için doğrudan insanlara saldıran kaba bir dil oluşturuyor.",positive,hakaret
Bu okul o kadar iyi anlatılıyor ki kullananların hayatını tamamen değiştirdiği söyleniyor; normal bir memnuniyet bile neredeyse mucize gibi büyütülüyor.,positive,abartma
"Birçok analistler bu marka için en doğru seçimin bu olduğunu söylüyor denilerek olumlu görüş, doğrudan otoriteye dayandırılıp tartışmasız kabul ettirilmeye çalışılıyor.",positive,otoriteye dayandırma
Bu dizi hakkında olumsuz yargı kurulurken bazı kişiler hiçbir veri sunmadan mühendisler bile bunun başarısız olacağını söylüyor diyerek görüşü otoriteye bağlamaya çalışıyor.,negative,otoriteye dayandırma
Bu proje desteklenmezse yakında büyük bir fırsatın kaçacağı ve geride kalanların ciddi zarar göreceği söyleniyor; insanlar beğenmeye korkutularak yönlendiriliyor.,positive,korku yayma
Bu şirket desteklenmezse yakında büyük bir fırsatın kaçacağı ve geride kalanların ciddi zarar göreceği söyleniyor; insanlar beğenmeye korkutularak yönlendiriliyor.,positive,korku yayma
Bu ulaşım planı hakkında sınırlı sayıda veri bulunmasına rağmen bazı paylaşımlar seçilen birkaç örneği öne çıkarıp genel tabloyu tam yansıtmadan anlatıyor; bu yüzden konu olduğundan daha net görünmüyor.,neutral,çarpıtma
Bu marka o kadar kötü anlatılıyor ki en ufak sorun bile felaket seviyesinde gösteriliyor; yaşanan aksaklık sanki tam bir çöküşmüş gibi büyütülüyor.,negative,abartma
Bu proje hakkında sınırlı sayıda veri bulunmasına rağmen bazı paylaşımlar seçilen birkaç örneği öne çıkarıp genel tabloyu tam yansıtmadan anlatıyor; bu yüzden konu olduğundan daha net görünmüyor.,neutral,çarpıtma
"Birçok uzmanlar bu kampanya için en doğru seçimin bu olduğunu söylüyor denilerek olumlu görüş, doğrudan otoriteye dayandırılıp tartışmasız kabul ettirilmeye çalışılıyor.",positive,otoriteye dayandırma
Bu uygulama o kadar kötü anlatılıyor ki en ufak sorun bile felaket seviyesinde gösteriliyor; yaşanan aksaklık sanki tam bir çöküşmüş gibi büyütülüyor.,negative,abartma
Bu oyuncu o kadar kötü anlatılıyor ki en ufak sorun bile felaket seviyesinde gösteriliyor; yaşanan aksaklık sanki tam bir çöküşmüş gibi büyütülüyor.,negative,abartma
Bu hizmet hakkında sınırlı sayıda veri bulunmasına rağmen bazı paylaşımlar seçilen birkaç örneği öne çıkarıp genel tabloyu tam yansıtmadan anlatıyor; bu yüzden konu olduğundan daha net görünmüyor.,neutral,çarpıtma
Bu oyun eleştirilirken taraflar keskin biçimde ayrılıyor; bir grup kendini tek doğru taraf gibi gösterirken diğer tarafı bütünüyle zararlı ilan ediyor.,negative,kutuplaştırma
"Bu haber hakkında tartışan bazı kişiler konuya dair veri sunmak yerine muhataplarını cahil, boş konuşan ya da anlayışsız diye küçümseyerek ikna etmeye çalışıyor.",neutral,hakaret
"Bu uygulama yüzünden çok yakında daha büyük zararların ortaya çıkacağı, herkesin bundan etkileneceği ve önlem alınmazsa işlerin kontrolden çıkacağı söylenerek korku yayılıyor.",negative,korku yayma
"Birçok doktorlar bu bilgisayar için en doğru seçimin bu olduğunu söylüyor denilerek olumlu görüş, doğrudan otoriteye dayandırılıp tartışmasız kabul ettirilmeye çalışılıyor.",positive,otoriteye dayandırma
Bu kurs o kadar kötü anlatılıyor ki en ufak sorun bile felaket seviyesinde gösteriliyor; yaşanan aksaklık sanki tam bir çöküşmüş gibi büyütülüyor.,negative,abartma
"Bu kulaklık destekleyenler kendilerini çalışkan ekipler olarak tanımlıyor, karşı çıkanları ise ilerlemeyi anlamayan kişiler diye ayırıyor; konu gereksiz biçimde iki kampa bölünüyor.",positive,kutuplaştırma
Bu sınav sistemi için yapılan tanıtımlarda sıradan gelişmeler aşırı büyütülüyor; küçük bir değişiklik bile devrim olmuş gibi ifade ediliyor.,neutral,abartma
Bu dizi hakkında sınırlı sayıda veri bulunmasına rağmen bazı paylaşımlar seçilen birkaç örneği öne çıkarıp genel tabloyu tam yansıtmadan anlatıyor; bu yüzden konu olduğundan daha net görünmüyor.,neutral,çarpıtma
Bu içerik hakkında olumsuz yargı kurulurken bazı kişiler hiçbir veri sunmadan mühendisler bile bunun başarısız olacağını söylüyor diyerek görüşü otoriteye bağlamaya çalışıyor.,negative,otoriteye dayandırma
Bu kitap o kadar kötü anlatılıyor ki en ufak sorun bile felaket seviyesinde gösteriliyor; yaşanan aksaklık sanki tam bir çöküşmüş gibi büyütülüyor.,negative,abartma
Bu öğretmen eleştirilirken taraflar keskin biçimde ayrılıyor; bir grup kendini tek doğru taraf gibi gösterirken diğer tarafı bütünüyle zararlı ilan ediyor.,negative,kutuplaştırma
"Bu kahve hakkında tartışan bazı kişiler konuya dair veri sunmak yerine muhataplarını cahil, boş konuşan ya da anlayışsız diye küçümseyerek ikna etmeye çalışıyor.",neutral,hakaret
"Bu takım övülürken karşı çıkanlara bilgisiz ve beceriksiz denmesi, olumlu görüşü desteklemek için doğrudan insanlara saldıran kaba bir dil oluşturuyor.",positive,hakaret
"Bu film etrafındaki tartışma, meseleyi sakin değerlendirmek yerine insanları iki tarafa itiyor; ya tam destek verenler ya da tamamen karşı olanlar öne çıkarılıyor.",neutral,kutuplaştırma
"Birçok sektör liderleri bu ulaşım planı için en doğru seçimin bu olduğunu söylüyor denilerek olumlu görüş, doğrudan otoriteye dayandırılıp tartışmasız kabul ettirilmeye çalışılıyor.",positive,otoriteye dayandırma
"Bu yazılım övülürken karşı çıkanlara bilgisiz ve beceriksiz denmesi, olumlu görüşü desteklemek için doğrudan insanlara saldıran kaba bir dil oluşturuyor.",positive,hakaret
"Uzmanlar bu kulaklık için en doğru seçimin bu olduğunu söylüyor denilerek olumlu görüş, doğrudan otoriteye dayandırılıp tartışmasız kabul ettirilmeye çalışılıyor.",positive,otoriteye dayandırma
Bu proje o kadar kötü anlatılıyor ki en ufak sorun bile felaket seviyesinde gösteriliyor; yaşanan aksaklık sanki tam bir çöküşmüş gibi büyütülüyor.,negative,abartma
"Bu haber yüzünden çok yakında daha büyük zararların ortaya çıkacağı, herkesin bundan etkileneceği ve önlem alınmazsa işlerin kontrolden çıkacağı söylenerek korku yayılıyor.",negative,korku yayma
"Bu oyun destekleyenler kendilerini sorumlu vatandaşlar olarak tanımlıyor, karşı çıkanları ise ilerlemeyi anlamayan kişiler diye ayırıyor; konu gereksiz biçimde iki kampa bölünüyor.",positive,kutuplaştırma
"Bu marka etrafındaki tartışma, meseleyi sakin değerlendirmek yerine insanları iki tarafa itiyor; ya tam destek verenler ya da tamamen karşı olanlar öne çıkarılıyor.",neutral,kutuplaştırma
"Analistler bu öğretmen için en doğru seçimin bu olduğunu söylüyor denilerek olumlu görüş, doğrudan otoriteye dayandırılıp tartışmasız kabul ettirilmeye çalışılıyor.",positive,otoriteye dayandırma
"Uzmanlar bu kahve için en doğru seçimin bu olduğunu söylüyor denilerek olumlu görüş, doğrudan otoriteye dayandırılıp tartışmasız kabul ettirilmeye çalışılıyor.",positive,otoriteye dayandırma
Bu uygulama için yapılan tanıtımlarda sıradan gelişmeler aşırı büyütülüyor; küçük bir değişiklik bile devrim olmuş gibi ifade ediliyor.,neutral,abartma
"Bu oyun etrafındaki tartışma, meseleyi sakin değerlendirmek yerine insanları iki tarafa itiyor; ya tam destek verenler ya da tamamen karşı olanlar öne çıkarılıyor.",neutral,kutuplaştırma
"Bu kahve destekleyenler kendilerini bilinçli kullanıcılar olarak tanımlıyor, karşı çıkanları ise ilerlemeyi anlamayan kişiler diye ayırıyor; konu gereksiz biçimde iki kampa bölünüyor.",positive,kutuplaştırma
Bu telefon hakkında olumsuz yargı kurulurken bazı kişiler hiçbir veri sunmadan mühendisler bile bunun başarısız olacağını söylüyor diyerek görüşü otoriteye bağlamaya çalışıyor.,negative,otoriteye dayandırma
Bu hizmet ile ilgili birkaç şikâyet vardı fakat bazı yorumlar yalnızca bu olumsuz örnekleri seçip sanki her kullanıcı aynı kötü deneyimi yaşamış gibi aktarıyor.,negative,çarpıtma
"Bu kahve etrafındaki tartışma, meseleyi sakin değerlendirmek yerine insanları iki tarafa itiyor; ya tam destek verenler ya da tamamen karşı olanlar öne çıkarılıyor.",neutral,kutuplaştırma
Bu oyuncu desteklenmezse yakında büyük bir fırsatın kaçacağı ve geride kalanların ciddi zarar göreceği söyleniyor; insanlar beğenmeye korkutularak yönlendiriliyor.,positive,korku yayma
"Bu hizmet anlatılırken ayrıntılı gerekçe verilmeden yalnızca sektör liderleri böyle düşünüyor deniyor; mesaj, kanıt yerine otorite ismine yaslanıyor.",neutral,otoriteye dayandırma
"Bu oyuncu hakkında net kanıt olmamasına rağmen bazı mesajlar, sessiz kalınırsa yakın zamanda büyük bir sorun çıkacağını ima ederek insanlarda endişe oluşturuyor.",neutral,korku yayma
"Bu dizi hakkında tartışan bazı kişiler konuya dair veri sunmak yerine muhataplarını cahil, boş konuşan ya da anlayışsız diye küçümseyerek ikna etmeye çalışıyor.",neutral,hakaret
Bu kurs ile ilgili birkaç şikâyet vardı fakat bazı yorumlar yalnızca bu olumsuz örnekleri seçip sanki her kullanıcı aynı kötü deneyimi yaşamış gibi aktarıyor.,negative,çarpıtma
Bu ulaşım planı eleştirilirken taraflar keskin biçimde ayrılıyor; bir grup kendini tek doğru taraf gibi gösterirken diğer tarafı bütünüyle zararlı ilan ediyor.,negative,kutuplaştırma
"Bu kampanya etrafındaki tartışma, meseleyi sakin değerlendirmek yerine insanları iki tarafa itiyor; ya tam destek verenler ya da tamamen karşı olanlar öne çıkarılıyor.",neutral,kutuplaştırma
Bu kitap ile ilgili birkaç şikâyet vardı fakat bazı yorumlar yalnızca bu olumsuz örnekleri seçip sanki her kullanıcı aynı kötü deneyimi yaşamış gibi aktarıyor.,negative,çarpıtma
"Bu dizi etrafındaki tartışma, meseleyi sakin değerlendirmek yerine insanları iki tarafa itiyor; ya tam destek verenler ya da tamamen karşı olanlar öne çıkarılıyor.",neutral,kutuplaştırma
